,Priority,Summary,time
10722,2,"when using spring-data-redi, it will replace previous jpa/hibernate/mysql datasource.",0
10723,2,cache problem,2
10724,2,lettuce connection pool error when deploying on pcf,0
10725,0,reactivehashcommands.hmset calls hsetnx if map contains a single tuple,0
10726,2,lua script in redis-scripting.adoc contains syntax error,0
10727,2,check defaultredisscript resulttype,1
10728,2,fix typo in lettucereactiveredisconnection,0
10729,2,reactivevalueoperations.set[ifpresent|ifabsent](âš) does not return a value if value was not set,0
10730,2,boundzsetoperations should match return types of zsetoperations.,1
10731,2,rediscache.java get(...) method will return null in some cases,1
10732,0,classcastexception when using redis cluster with connection pooling,0
10733,2,"null pointer exception - spring boot, spring data redis, spring session",1
10734,2,"redis repositories deserialize map<integer, integer> to strings",0
10735,2,rediscachemanager always returns/creates caches which is conflicting with compositecachemanager,0
10736,2,ssl flag not applied if jedisconnectionfactory configured via jedisshardinfo,0
10737,1,sentinel with jedisconnectionfactory without pooling connects to localhost:,0
10738,2,unable to connect to azure redis cluster,1
10739,1,loading redis is loading the dataset in memory,0
10740,2,mget with repeating cross-slot keys does not return all results,0
10741,1,lettucesslclientconfigurationbuilder methods are package-protected,0
10742,2,"org.springframework.dao.invaliddataaccessapiusageexception: err invalid longitude,latitude pair . , . ;",0
10743,2,items not removed when model have geospatial index and time to live fields,0
10744,1,spring data redis indexes not cleaned up when setting ttls,1
10745,1,"i use spring data redis and jedis to get score of a zset, but get error sometimes",1
10746,1,secondary indexes not removed if id contains colon,1
10747,1,redistemplate can't connect to redis server using jedis,0
10748,1,defaultrediscachewriter should not implement clean method,1
10749,2,typo in valueoperations.increment documentation link,0
10750,2,application fails to start if redis is down,1
10751,1,all queries are blocked forever when the underlying sentinel redis got master/salve switching,0
10752,2,incorrect documentation for rediscachemanagerbuilder,0
10753,2,repository readme mentions libs-release repository as snapshot/nightly build repo,0
10754,1,reactive connections using lettuce do not use shared connection,0
10755,2,the jedis connection pool is not accessible for monitoring,2
10756,2,cannot configure rediscache prefix,1
10757,2,classcastexception in lua script result processing returning list,0
10758,2,problem parsing redis info when redis is running on windows,1
10759,0,"set(byte[] key, byte[] value, expiration expiration, setoption option) should have return value",0
10760,0,comparator in clustercommandexecutor uses java api,0
10761,0,"broken jedis connection returned to jedis pool, cause many strange exceptions",0
10762,1,typos in mulitnoderesult and resultbyreferencekeypositioncomperator,1
10763,2,sorted set score method documentations point to zrem documentation,0
10764,1,cluster command execution fails after adding a redis cluster node,1
10765,1,lettuceclusterconnection disregards the configuration and has hard-coded timeout of ms,1
10766,1,rediscache.get(âš) returns false positive cache hit when key is deleted in-flight,2
10767,2,sporadic npe in the jedissubscription,2
10768,1,lettuceconnectionfactory defaults to second shutdown timeout,0
10769,2,cacheable methods can return a null that was never set in the cache,1
10770,1,race in rediscache.get method which leads to false-negative answers,2
10771,1,sdiff on cluster connection drops last key,1
10772,1,defaultreactivevalueoperations.get() emits null if key is absent,1
10773,1,rediscachemanager defaultexpiry not working,1
10774,2,clusterconnections do not close dedicated clustercommandexecutor instances,0
10775,2,adapt to renamed keyvaluequery.getcriteria() method,0
10776,1,redissystemexception with paged queries by indexed fields,2
10777,2,redisserver.getnumberothersentinels() should read num-other-sentinels property,0
10778,2,rediscache get should return null if cache miss occurs.,1
10779,2,access to spring data key prefix programmatically,1
10780,2,jediscluster exception conversion produces nullpointerexception on cache put operation,2
10781,2,improve transaction reference documentation,2
10782,2,enums with a customized tostring method cannot be deserialized from byte[],0
10783,1,"rediscache.get(object, callable) does not set the ttl on the element",0
10784,2,publishing rediskeyexpiredevent from other than repository support causes nullpointerexception in rediskeyvalueadapter,0
10785,2,allow clients of rediscache to opt-out of locking behaviour,2
10786,2,rediscache::waitforlock() cannot be interrupted,2
10787,2,a nullpointerexception is thrown when listen the key expire event,2
10788,1,lock expiration,2
10789,2,spring-data-redis - cannot install in osgi due import range of slf j is locked down to . . version,0
10790,2,support caching null values via rediscache,1
10791,2,npe when counting keys while invoking findby(pageable),0
10792,2,scancursor holds reference to closed/released lettuce connection,0
10793,2,connection should be released when used with read-only transactions,0
10794,2,getting npe when writing valid query method without any criteria,1
10795,1,findby[field] methods always return the same after first call,1
10796,1,reading back nested entities fails when no default constructor present,2
10797,2,rediscache.putifabsent does not set the ttl on the element,1
10798,2,non-public inner classes causes illegalaccessexception when accessing @timetolive methods,2
10799,1,spring data rest should delegate compatibility checking to jedis,0
10800,2,scancursor holds reference to closed/released jedis connection,1
10801,2,partialupdate removes existing indexes.,0
10802,2,custom error handler not getting injected while cachemode is aspectj,2
10803,1,redisoperations.getexpire returns zero for negative timeout values,0
10804,2,noauth authentication required when connecting to redis sentinel with lettuceconnectionfactory,0
10805,2,config redis-cluster using spring-data-redis,0
10806,2,spring-data-redis requires spring . .x components,0
10807,2,add assertion for z(union|inter)store weights,2
10808,1,pipelining doesn't supports time operation,0
10809,2,current cachevalueaccessor implementation make null value to empty string,1
10810,1,handle serializing arrays of primitives,0
10811,1,redis repositories with cluster and lettuce breaks application initialization,2
10812,2,rediskeyvalueadapter.destroy calls redisconnectionfactory.destroy,0
10813,0,performance issues on save method for entity with @indexed,2
10814,0,app fails to start on aws due to spring-data-redis use of unsupported config command,1
10815,2,redistemplate's default serializer assumes that its classloader can load application types,0
10816,2,executepipelined with rediscallback uses wrong serializer (redistemplate.java),1
10817,2,java.lang.outofmemoryerror: unable to create new native thread (use of simpleasynctaskexecutor),2
10818,0,mappingredisconverter uses list.sort which requires java .,0
10819,1,arrays are incorrectly considered collections,0
10820,2,redismessagelistener does not receive events correctly in cluster,0
10821,0,"""collectionlike"" properties are force cast into collection<?> even though they could be arrays",0
10822,2,prevent keyspaceeventmessagelistener from starting when no repository detected,1
10823,2,navigating a class that extends map results in the map's value type masking real properties,1
10824,2,store and retrieve type hints for object type property values even when those are considered as simple types.,0
10825,1,update/add guards in jedisconnetion that (no longer) require casts from long to int when exceeding integer.max_value,0
10826,2,redisatomiclong throws a null pointer if key is removed,1
10827,2,rediscache does not work in cluster.,0
10828,2,cluster mget not working,0
10829,0,sscan: connection used after being released,2
10830,2,defaultsetoperations.intersectandstore don't return operation result,0
10831,0,out of memory error while getting records from redis,2
10832,2,@timetolive does not work on method,1
10833,1,pubsubresubscribetests and pubsubtests rely on other tests having already run previously,0
10834,2,select not called with @caching annotations and lettuce library,1
10835,2,nullpointerexception when saving null values,1
10836,1,"scancursor throw "" java.util.nosuchelementexception""",1
10837,2,rediscache.putifabsent(âš) breaks contract defined by org.springframework.cache.cache,0
10838,2,listener container does not set interrupted bit,2
10839,1,broken transactions behaviour,2
10840,1,jedisconnection jedis changed argument type,0
10841,1,redis exceptions under high load,2
10842,0,jackson redisserializer cannot deserialize objectid fields,1
10843,1,cant have multiple cache managers,0
10844,1,json serializer only allows single type,1
10845,2,tomcat does not shutdown if listener added,2
10846,0,using scan commands causes issues with jedis in multi-threaded use,2
10847,0,a transactional rediscachemanager decorates the cache with the transactionawarecachedecorator twice,0
10848,0,rediscache zset leak,0
10849,1,scripts don't try eval after evalsha fails,0
10850,2,jackson jsonredisserializer should allow to customise the javatype for deserialization via getjavatype(),1
10851,1,rediscachemanager doesn't allow to fallback to noopcache if connection to redis is broken,2
10852,2,defaultscriptexecutor always runs script twice if exception is thrown,1
10853,2,jedispool doesn't recover i redis-server is restarted while the application is running,2
10854,0,messagelistener method should only be invoked once per message,0
10855,2,evalsha returns incorrect result,0
10856,1,@transactional using multiple connections,2
10857,2,rediscachemanager should not instantiate caches in setcachenames(),2
10858,2,srpconverters wraps unknown exceptions in redissystemexception instead of returning null,0
10859,1,redisconnectionfactory translates exceptions too aggressively,0
10860,2,cannot increment redisatomicinteger,0
10861,2,lock of rediscache is not safe,1
10862,2,decoratingstringhashmapper breaks retwisj sample,0
10863,1,redisconnectionutils: inconsistency with connection open() and close(),0
10864,2,unneeded jcl-over-slf j dependency,0
10865,2,converting all exceptions to jedis exception,1
10866,0,zsetoperations.typedtuple will throw classcastexception during sorting,0
10867,2,avoid npe in append() in case of pipelining or/and multi/exec calls.,0
10868,1,redistemplate.expire() overflow,0
10869,1,lettucetemplate.execute should read and convert entire response.,0
10870,2,rediscachemanager.loadcaches overrides already defined cache names in afterpropertiesset().,0
10871,2,shutdown the client when defaultlettucepool is destroyed,0
10872,2,fix generics in decoratingstringhashmapper to be java compatible,0
10873,2,rediscachemanagerâs getcache method does not match the logical of compositecachemanager,1
10874,0,prevent excessive thread creation in unit tests,1
10875,2,srpconnection does not throw wrapped exception on connection failure,0
10876,2,messagelisteneradapter extractmessage does not return message body when serializer is null,0
10877,2,lettuce eval and evalsha suppress exceptions with returntype multi,0
10878,2,fix npe in srp sort when alpha is not set,0
10879,2,npe calling defaultzsetoperations methods that return tuple set in tx or pipeline,0
10880,2,individual syntax errors on lettuce transactions are not reported,2
10881,2,lettuce should not allow calling watch() inside a transaction,0
10882,2,lettuce setbit and setrange execute twice in pipeline,0
10883,2,lettuce and srp closepipeline should return list of tx results and strip individual op results,0
10884,2,stringredisconnection not passed to rediscallbacks executed through stringredistemplate,0
10885,2,closing a pooled rjc connection does not reset selected database to,2
10886,2,exception calling srp select in a transaction,0
10887,2,rjc isqueueing() always returns false,2
10888,2,npes on jedis exec/closepipeline that includes move,0
10889,2,srp and lettuce nullpointerexceptions calling sort with null sortparams,0
10890,2,defaultstringredisconnection not passing begin/end to bitcount method,0
10891,1,rediscache throws ilegalmonitorstateexception when get/put performed while clearing,0
10892,2,jedis connection pool can not release connection,1
10893,2,lettuce exec without multi times out waiting for a reply instead of throwing exception,1
10894,2,infinite loop renaming a non-existent collection when using lettuce,2
10895,0,multisetifabsent should return code,1
10896,1,"rightpop( , milliseconds) translates to ""brpop key, """,1
10897,0,make jacksonjsonredisserializer not depend on a specific domain object class,1
10898,2,srp classcastexception when exec() returns an errorreply in redis .,0
10899,2,jredis stringindexoutofboundsexception in info() method in redis .,0
10900,2,canceling rmlc subscriptiontask immediately after start can leave connection open,2
10901,2,"srp discard does not clear txreplies, results in inconsistent results on next tx exec",0
10902,2,srp exec throws transactionfailedexception instead of returning null if watched value modified,1
10903,2,zrevrangebyscore methods fail due to incorrect parameter ordering,0
10904,2,intermittent corrupted input/output streams subscribing to both patterns and channels in rmlc,2
10905,2,messages not received after adding a message listener to both channel and pattern before container start,0
10906,2,npes or incorrect results in several ops within a lettuce transaction,0
10907,2,rjc continues to use pipeline after closed,0
10908,2,jedis continues to use pipeline after closed,0
10909,2,syntax error in pipelined rjc op causes sockettimeouts on subsequent calls,1
10910,2,jedis persist does not execute as part of a transaction,0
10911,2,jedis brpop executes twice in a transaction,0
10912,2,jedisconnection execute does not return correct results,0
10913,2,srp continues to use pipeline after closed,0
10914,2,srp brpoplpush classcastexception,1
10915,1,jredis closes connections on exception but doesn't remove them from the pool or reconnect them,1
10916,1,npe on jedisconnection ops leaves connections in pool with outputstreams containing incomplete data,1
10917,2,syntax error on srp zrangebyscore/zrevrangebyscore methods when using offset and count,0
10918,2,sharing rjcconnectionfactory between runs of rjcconninttest and rjcconnpipeinttest results in sockettimeout,2
10919,2,rjc base decoding of results in closepipeline() is incorrect for redis ops like ping and info,2
10920,2,wrong number of args on rjc brpop and blpop when pipelining,1
10921,2,syntax error on rjc zunionstore,2
10922,2,connection methods should not wrap unsupportedoperationexception in redissystemexception,1
10923,2,lettuce closepipeline hangs with discarded transaction,1
10924,2,jedis classcastexceptions closing a pipeline after tx exec,1
10925,2,srp zcount/zinterstore methods execute synchronously when pipelining,0
10926,2,jedis dbsize/flush ops execute synchronously while pipelining,0
10927,2,lettuce zcount/zinterstore methods execute synchronously when pipelining,0
10928,2,lettuce exec while pipelining returns a non-null value,0
10929,2,npe in defaultstringredisconnection deserializing a null map,0
10930,2,rjc zrevrangewithscores returns incorrect results,0
10931,2,jedisconnection does not properly discard a transaction,0
10932,2,jredis sort does not store results under given key,0
10933,2,"rjc string ops (sort, strlen, getrange) return incorrect results due to base value encoding",2
10934,2,rjc keys method does not work with patterns due to base key encoding,2
10935,2,upgrade srp to fix getconfig,1
10936,2,jedis dependency is not optional,1
10937,2,srp sort not working due to npe/syntax errors,1
10938,2,jredis keys method does not work with patterns due to base key encoding,1
10939,2,"srp brpop/blpop fails with ""err wrong number of arguments for 'brpop' command""",0
10940,2,npe on lettuceconnection blpop/brpop timeout,0
10941,1,subscriptiontask doesn't release jedisconnection and causing future subscriptiontasks to block,1
10942,2,srpconnection.exec() does not return the results of the commands executed in the tx,1
10943,2,redisatomicinteger/atomiclong.compareandset returns true with lettuce even if value modified by other thread,1
10944,2,rjcconnection incr/decr ops throw exception,2
10945,1,messages not received when using rjcconnection.psubscribe (pattern subscribe),2
10946,2,pipeline functionality does not return array of return values,1
10947,2,backward compatibility broken in . . with 'convertandsend' method,0
10948,0,spring-data-redis: hash increment treats long values as int,1
10949,2,update redis example - retwisj,0
10950,2,srpconnection on hgetall fails with classcastexception by (byte[]) bulkreply,0
10951,1,springtemplate does not close certain connections resulting in leaks,1
10952,2,compareandset doesn't seem to be atomic,2
10953,1,npe when using pipelines,0
10954,1,pub-sub: channel is not passed correctly to a pojo message listener,2
10955,2,slf j-log j and log j artifacts have wrong dependency scope,2
10956,1,wrong pipeline processing in jedisconnection,0
10957,2,"messagelistener will be invoked twice in messagelisteneradapter#onmessage(message, byte[])",0
10958,0,jedisconnection.setbit() always throws an invaliddataaccessapiusageexception,1
10959,1,increment works wrong for value ops,1
10960,1,npe in pipelined hget of non-existing key,1
10961,1,caching of valueopertions leads to that changes of serializer have no effect.,1
10962,1,defaultboundzsetoperations.intersectandstore,1
10963,0,invoke the template.opsforset().randommember(object key) method throw exception,0
10964,1,jedisutils shouldn't wrap unknow exception,1
10965,2,mixed lifecycle in redismessagelistenercontainer,1
10966,2,org.apache.commons.beanutils should be an optional dependency in manifest,0
10967,0,"in redistemplate class,expireat has a bug",0
10968,1,rediscachemanager throw unsupportedoperationexception,0
10969,2,example configuration in . . receiving/subscribing for messages,0
10970,1,"<redis:collection/> breaks for type=""properties"" because defaults are not initialized",0
10971,1,. . .build-snapshot failure with maven . .,0
10972,2,documentation says there are no samples available but there are,1
10973,2,jredisconnectionfactory fails to initialize if redis is not running,2
10974,1,improve subscription pubsub,0
10975,2,improve jacksonhashmapper to avoid suppressing unchecked warnings,0
10976,2,"redisconnectionfactory implementations: add method getdatabase, fix javadoc for setdatabase",0
10977,1,add sort support for redis operations,1
10978,2,upgrade to jedis . .,0
10979,2,add property editors to allow transparent injection of redistemplate as operations view,0
10980,2,fix message publication in jedis (once the driver supports byte[]),0
10981,2,add db index to connection factories,0
10982,2,implement dequeue through redislist,0
10983,2,"add ""key operation"" methods to keybound and *operations interfaces",0
10984,2,implement blockingdeque in redislist,0
10985,1,lenient behaviour for null values,0
10986,2,"defaultsortparameters ""builder"" methods should return defaultsortparameters to be usefull",0
10987,2,simplify pubsub namespace,0
10988,2,migrate build system to gradle,1
10989,2,finish up boundkeyoperaitons #move and #renameifabsent behaviour,0
10990,1,implement blockingqueue through redislist,0
10991,2,change argument and return type of valueoperations.multiget to list,0
10992,2,"add a method that provides a ""pipelined connection"" context",0
10993,2,review dsm matrix and remove package cycles if found.,0
10994,1,json serializer,0
10995,1,add admin operations,1
10996,2,add support for remote server control operations,1
10997,2,pool parameter of spring data,0
10998,1,add support for rjc client,0
10999,1,add pipelining support,0
11000,1,add updates of expirations in redistemplate,1
11001,1,add support for pub/sub in redis,0
11002,1,support consistent hashing for redis,2
11003,1,currently boundzsetoperations does not support zrangebyscorewithscores or zrangebyscorewithscores,1
11004,2,expose serializers to rediscallback,0
11005,2,improve pipeline usage on redistemplate,2
11006,1,add support for sort/get pattern,0
11007,2,add propertiesfactorybean,1
11008,1,add dedicated string callback,0
11009,2,add support for persistence operations,1
11010,1,capped collections,0
11011,2,add basic mapping of objects to hash,1
11012,1,allow database indizes >,0
11013,1,using jedisconnectionfactory without setting a shardinfo yields a nullpointerexception,0
11014,2,not reconnect redis server,0
11015,2,atomic counters increment can fail,0
11016,2,spring redis should not require jackson,0
11017,2,redisatomiclong to perform operation getandincrement,0
11018,0,jedisconnection may fail to select database,0
11019,2,hgetall not supported in hashoperations interface,1
11020,2,hashoperations not being autowired,2
11021,2,"hashoperations delete, get, haskey using object instead of hk",0
11022,2,spring data redis depends on both jedis and jredis,0
11023,1,deserialization is not null safe,1
11024,1,thorough review of dependencies.,1
11025,0,classcastexception when invoking redistemplate.keys(),0
11026,2,missing source jars in maven repository,0
11027,1,connections obtained from pool are never returned,1
11028,2,handle nullable types for kpropertypath,0
11029,1,@indexed causes drop and create index which impacts applications,0
11030,1,invalid reference '_id'! error in spring data mongodb,0
11031,1,enums don't properly serialize in aggregation pipeline facet,1
11032,1,@query annotation does not support $centersphere,0
11033,1,application event listeners do not participate in reactive transactions,0
11034,2,groupoperation no longer working,1
11035,1,mongotemplate aggregate method returns results even with $out pipeline,0
11036,2,replacerootdocumentoperation not visible,0
11037,2,conversionfailedexception when string @id does not contain a valid objectid representation,1
11038,2,arrayjsonschemaobject incorrectly mapped to document,0
11039,1,mongo template mapped results from aggregation operation does not deserialize correctly in . . .,0
11040,2,incorrect deserialization of child class object in a list,0
11041,1,ambiguous field mapping detected for enum java.time.temporal.chronounit,0
11042,2,no property $in found for type notification when calling findâšbyâšnotificationtypein,0
11043,2,compass pipeline export to java not producing same results,0
11044,2,@dbref is not handled correctly,1
11045,0,getting mongocollection.insert method not found exception,0
11046,2,gridfsoperations should not override content type,0
11047,1,memory leak on spring-data-mongodb,0
11048,1,"regex expression included ""/"" character can't be parsed in the stage of aggregation annotation",1
11049,2,mongopersistententity.getcollation(...) evaluates document expression instead of collation expression,0
11050,0,coroutinecrudrepository findallby throwing incorrectresultsizedataaccessexception when more than result,0
11051,1,mongoclientsettings.uuidrepresentation is always overriden by mongoproperties.uuidrepresentation,1
11052,0,codecregistry not considered on a per-query basis,1
11053,2,reference documentation contains links to removed sections,0
11054,2,java.lang.illegalargumentexception: com.mongodb.client.mongodatabase referenced from a method is not visible from class loader,0
11055,2,backwards incompatibilities on @query,0
11056,2,entityreader called with null argument,0
11057,2,parameterbindingjsonreader skips too many chars.,0
11058,1,text search fails on entity with second constructor,0
11059,1,comparisonoperators.eq#equaltovalue doesn't work well with lists,0
11060,1,regression in update property mapping,0
11061,1,orderby doesn't work on dbref field when using join,0
11062,1,orderby doesn't work when using join,0
11063,1,@dbref fetched without clientsession when using spring transactions,1
11064,2,keymapper.mappropertyname does not work for nested arrays.,0
11065,2,repository query is failing to filter documents on dbref fields after spring boot upgrade.,1
11066,2,interface based projections cannot be used in kotlin if the entity class has non-nullable properties,1
11067,2,npe when using query annotation and with sort and pageable,0
11068,1,jsonparseexception: json reader was expecting a value but found ''.,0
11069,2,querydsl: $and and $or with more than two arguments in final query document,1
11070,2,beforedeleteevent ignores parameter with @eventlistner,0
11071,2,stackoverflowerror when calling repository method,0
11072,2,save operation on shard collection fails due to missing inclusion of shard key in replaceone filter section,1
11073,1,@field annotation behaviour changed,0
11074,2,reference documentation: text does not match with code example,0
11075,0,"value of sort direction converted to string for id fields (query, index creation)",0
11076,2,bulk operations do not support filterarray in update operations,0
11077,0,mongo connection closed after spring app started and app exit with code .,0
11078,2,"cond.thenvalueof(string fieldreference) does not concat fieldref with ""$"" prefix",0
11079,1,unable to use mongotemplate to perform query with 'in' condition by field annotated with @field(targettype = fieldtype.object_id),0
11080,0,custom compound id lost using mongotemplate.aggregate,1
11081,1,"a âno transaction in context"" exception is raised with non-transactional usage",1
11082,2,grouping after aggregation returns null _id when mapping to a class with compound key,1
11083,1,pagination not working with cosmo db,0
11084,2,illegalargumentexception with null argument when using ignorecase,0
11085,2,@nonnullapi restricts update with null,1
11086,1,application context doesn't start with @query,1
11087,0,cannot initialize application context using generic,1
11088,2,reactivegridfsresource.getdownloadstream(âš) hang if completion happens on event loop,0
11089,2,custom converter not registering,1
11090,2,gridfstemplate does not consider skip/limit parameters,1
11091,1,using basicdbobject as an entity caused java.lang.classcastexception in runtime,1
11092,1,extension function reactivefindoperation.distinctwithprojection.astype() has wrong return type,0
11093,0,@id and @field behavior unexpected,0
11094,1,annotation @lastmodifieddate not working anymore,1
11095,2,reactivestringbasedaggregation / aggregationutils fails on npe because source or value is null,0
11096,0,read/write converters not working,1
11097,1,nearsphere query wrongly generated with radian parameter instead of meters,0
11098,0,reading large file from reactivegridfstemplate causes a stackoverflow and the code to hang,1
11099,1,reading gridfs files written with old api and custom id fails on reactivegridfstemplate.,0
11100,1,indexoperations.getindexinfo() fails for index that has partialfilterexpression containing dbref,1
11101,2,spring data ignores @jsonsubtypes annotation for embedded objects,0
11102,1,mongotemplate.insert throws java.lang.linkageerror exceptions,0
11103,2,wrong processing of $$value and $$this,0
11104,1,change stream reconnection after mongo is down for several minutes,2
11105,1,couldn't find persistententity for type class org.bson.document using query methods,0
11106,1,reactivemongotemplate doesn't pick up spring.data.mongodb.* from environment,0
11107,2,cursorreadingtask calls errorhandler.handleerror twice for exception raised while reading from the cursor,0
11108,2,trivial fix in mapping annotation overview chapter of refdoc,0
11109,1,mongotemplate#count does not use hinted index,0
11110,2,can not get nested object when using @dbref,0
11111,2,com.mongodb.client.model.geojson types should be considered as store specific simple ones,0
11112,2,protected function expose package-private propertty,0
11113,1,unsupportedoperationexception is thrown during delete with unacknowledged write concern,0
11114,2,zoneddatetime to/from date not recognized without @reading/@writingconverter,0
11115,2,field annotated with @lastmodifieddate is not persisted in kotlin data classes,1
11116,2,add slave_ok as a cursor option throws an exception,1
11117,2,id property containing underscore not mapped correctly,0
11118,1,add https entries into spring.schemas,0
11119,1,missing constructor,0
11120,1,regression: defaultbulkoperations ignores defaultwriteconcern,0
11121,2,.stream() cannot be used with document.class type,0
11122,2,exceptions from messagelisteners are not caught by change stream container's error handler,0
11123,2,invalid variable reference in arrayoperators.filter,1
11124,2,auditing field not updated when object updated using update,0
11125,1,textindex cannot be created when @document contains collation specified,0
11126,2,parameterbindingjsonreader cannot bind date values.,0
11127,2,query by example does not work on nested properties,0
11128,1,milliseconds is missing from isodate of mongo,2
11129,2,can't read and convert dbref when the type is map.,2
11130,1,lifecycle events are not guaranteed to be processed synchronously,2
11131,2,mongotemplate should consistently use getcollectionname(class),1
11132,2,entityoperations.populateidifnecessary nulls entire entity when just the id is null,0
11133,1,bulkoperation does not trigger lifecycle callbacks for entities,0
11134,2,error performing update with zoneddatetime,0
11135,2,fix wrong indentation on documentation code sample,0
11136,2,bulkoperations.execute throws duplicatekeyexception,2
11137,0,no documentation provided for using autoindexcreation config value for mongomappingcontext,0
11138,1,"spring data mongodb indexed annotation doesn't work with read-only role of mongodb and throw ""unauthorized"" error",0
11139,2,update querydsl package names in mongoannotationprocessor,0
11140,2,aggregate result mapping incorrect when using composite id,0
11141,2,npe when in querymapper for mongojsonschema when domain type is document.,0
11142,1,property population resolves collection name via spel multiple times,0
11143,2,when i used mongojsonschema to find a list or an object i received an empty list or a null object,1
11144,2,@jsonunwrapped annotation ignored during persistance,1
11145,2,repository or mongotemplate queries doesn't works with embedded documents for distinct queries,1
11146,2,getcollection(collectionname) does not create collection when expected (api description mismatch),1
11147,1,query hint leads to error when executed via reactive template.,2
11148,1,reactivegridfs incomplete download,0
11149,1,memory leak in classgeneratingpropertyaccessorfactory when using mongodb sessions,0
11150,1,querydsl predicate with $in only searchs for the first item,1
11151,2,@dbref doesn't pull the data when use spring data mongo,0
11152,2,the _id field is flatted out in the aggregation results,2
11153,1,can't define two beans extended from abstractmongoconfiguration in boot . .,2
11154,2,immutable field cannot be updated,2
11155,1,$geointersects works incorrect.,0
11156,1,reading files from reactive gridfs hangs after a few chunks,0
11157,1,mongodbdocumentserializer cuts off branches with same ops in handling ops.and,0
11158,2,potential bug in mongoexamplemapper,0
11159,1,add missing tests for dbref resolution in different database,1
11160,2,query on nested id field incorrectly returns no results,1
11161,2,findallandremove throws mongowriteexception if query has no matches,0
11162,2,aggregationtests fails depending on timezone,0
11163,1,optimisticlockingfailureexception on reactivemongotemplate.updatefirst with query matching no documents,1
11164,2,"field name containing ""$"" causes illegalargumentexception",1
11165,2,illegal reflective access for uri properties,0
11166,2,searching by nested object with id doesn't return any result,0
11167,1,custom methods in mongorepositories doesnt work when use @field annotation,0
11168,2,remove does not apply writeconcern for single document delete operation.,0
11169,1,query on nested id field incorrectly returns no results,0
11170,1,cannot work with proxied dbrefs,0
11171,1,aftersaveevent contains object to save and not the saved instance,0
11172,2,"incorrected reference of mappingmongoconverter in mongotemplate(mongodbfactory dbfactory, mongotemplate that) constructor",1
11173,2,reactivemongorepository.saveall(âš) does not consider collection name for new entities,0
11174,2,createddate is null for entities using optimistic locking via version property when saving/inserting in batch,0
11175,2,messagelistener does not receive event when an earlier document is written,0
11176,1,invalidpersistentpropertypath with @version,0
11177,1,cursorreadingtask.start() doesn't pass exceptions to configured errorhandler,1
11178,2,can't get exception in changestream,0
11179,2,indexinfo.partialfilterexpression should be null (not an empty string) when undefined,1
11180,1,"extension function reactivemongooperations.remove() expects a query, and not the object to be removed",1
11181,2,using classname as type hint field name with versioned entities fails with invalidpersistentpropertypath in updatemapper,2
11182,1,crudrepository's save and saveall date auditing inconsistency,2
11183,1,nearquery aggregation passes legacy coordinates even on passing geojsonpoint,2
11184,1,mongodb reactive transactions do not support auditing,2
11185,1,map field is renamed if the map associates a value-type with a similar field,1
11186,1,couldn't find persistententity for type,2
11187,1,auditing broken for entities using optimistic locking via version properties in reactive mongo,0
11188,1,target bean of type java.lang.integer is not of type of the persistent entity,0
11189,2,@enablemongoauditing is not working correctly if @version is used on entity,1
11190,0,dbref resolution is not supported using only reactive mongodb,0
11191,2,@enablemongorepositories annotation prevents mongodataconfiguration bean creation,2
11192,2,auditing broken for entities using optimistic locking via version properties,1
11193,0,mongotemplate will not load with mongodb driver . . / . .,0
11194,0,abstract class fields are reset with kotlin data classes,0
11195,2,unsupportedoperationexception: no accessor to set property when using immutable entity,0
11196,0,repository count errors in clientsession / transaction,0
11197,0,duplicatekeyexception since upgraded to springboot . when using optimistic locking,1
11198,1,@createddate and @createdby are not set anymore after upgrading spring boot to . .,1
11199,2,mongo data and drivers are not compatible with higher spring boot versions,2
11200,1,no accessor to set property @org.springframework.data.annotation.id(),0
11201,2,connection reset,2
11202,2,combining a spel expression and a $regex filter triggers a patternsyntaxexception,1
11203,2,fix typo in repositories reference documentation,0
11204,2,changestreamtasks incorrectly converts resumeat instants into bsontimestamp,0
11205,2,add localtime custom converter cause codecconfigurationexception when saving entity with long field to mongodb with spring boot >= . . .release,0
11206,2,warning about illegal reflective access in jdk when using bigdecimal field,1
11207,1,nosuchmethodexception: org.springframework.data.mongodb.core.geo.geojsonpoint.<init>(),0
11208,1,blocking operation restriction for reactor netty threads,1
11209,2,querydslpredicatebuilder (still) returns null predicate,0
11210,2,typo in mappingmongoconverterparser,1
11211,2,aggregation.graphlookup.**.connectfrom(string) does not handle nested field,0
11212,2,config the attribute [credentials] of mongo client get an illegalstateexception,1
11213,2,kotlin fluent api extensions do not allow projections with find queries,0
11214,2,dto projections with reactive @tailable query methods fail with illegalargumentexception: property must not be null,0
11215,1,mappingmongoconverter cannot be proxied because it implements the package-private valueresolver interface,2
11216,1,required dependency 'mysema-commons-lang',0
11217,2,mongotemplate cannot read immutable objects that compute properties in constructor,0
11218,2,custom converter kicks in when not needed,0
11219,2,mappingmongoconverter.write(âš) does not consider document a native type and adds _class attribute,0
11220,1,"longevity issue results in error ""no property 'id' found on class ....""",0
11221,1,invalidpersistentpropertypath after updating spring data version,0
11222,1,reactive repositories don't handle existsbyproperty properly,0
11223,2,string query methods do not convert list<uuid> and list<byte[]> to their correct representation,0
11224,1,entityoperations does not apply conversion to mongo types,0
