Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depends),Outward issue link (Duplicate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Related),Outward issue link (Related),Outward issue link (Supersede),Outward issue link (Supersede),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actual Story Points),Custom field (Days since last comment),Custom field (Epic Link),Custom field (First Response Date),Custom field (Global Rank),Custom field (Last commented by a User),Custom field (Last updater),Custom field (Out of Scope),Custom field (Platform),Custom field (Pull Request URL),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Reference URL),Custom field (Spring Forum Reference),Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Virtual Machine),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
AddressingEndpointInterceptor fails when MessageID is not present in SOAP Message,SWS-944,67534,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Won't Fix,gregturn,DGoico,DGoico,03/Feb/16 6:31 PM,23/Sep/20 4:48 PM,10/Jul/21 8:38 AM,25/Oct/17 1:56 AM,,,,,,,,,,,,,,0,specification-compatibility,,,,,,"The addressing specifications say “MessageID : This OPTIONAL element (of type xs:anyURI) conveys the [message id] property. This element MUST be present if wsa:ReplyTo or wsa:FaultTo is present.”

In method hasRequiredProperties, the implementations (Addressing200408, Addressing10) check if FaultTo and ReplyTo are not null. However, AbstractAddressingVersion at method getMessageAddressingProperties fills the ReplyTo-FaultTo elements with default values if those elements are not present in SOAP Message. 

When AddressingEndpointInterceptor in handleRequest calls hasRequiredProperties, ReplyTo-FaultTo won’t ever be null, thus making MessageID mandatory.

A Possible solution is that AddressingVersion implementations check if the ReplyTo-FaultTo elements are not null and don’t have the default value.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2016-02-04 09:01:05.167,9223372036854775807,true,gregturn(gregturn),,,https://github.com/spring-projects/spring-ws/pull/56,"0|i091f3:",9223372036854775807,9223372036854775807,,,,,,,,"04/Feb/16 9:01 AM;arjen.poutsma;It seems like you have a solution in mind, would you be able to create a pull request over at https://github.com/spring-projects/spring-ws ?","09/Feb/16 1:43 PM;DGoico;Well I investigated a little more and theres no bug. I sorry for that.

The same problem in  [JAX-WS|https://java.net/jira/si/jira.issueviews:issue-html/JAX_WS-525/JAX_WS-525.html]

And the same solution, there are a hidden constraint in [specs|https://www.w3.org/TR/2006/REC-ws-addr-core-20060509/#formreplymsg] that i missed. 
If a reply is expected MessageID is mandatory, even if the reply-to uri is ""annonymous"".

However, what happen in cases that no reply is expected? is messageID mandatory? I don't know, and the solution is not as simple as I first thought.","09/Feb/16 8:13 PM;DGoico;Well, don’t close this issue yet, the problem persist and I thinking in another solution.

We are checking MessageID in handleRequest and at this point we don’t know if messageID is mandatory or not because we don’t know if a reply must be sent. And as specs says messageID is mandatory if reply is expected 

handleRequest must check only the properties needed in request and handleResponse the properties needed in response.

Need some time for implement a solution
","10/Feb/16 9:05 AM;arjen.poutsma;Ok, let us know when you have something!","21/Feb/16 6:53 PM;DGoico;Well, I surrender. There’s no easy way to solve this issue.

I do a pull request with a possible solution, but I don’t know if this solution is the best way to solve the problem.
MessageID is mandatory if a reply is expected, and is impossible to know whether an endpoint will return a value or throw an exception.

For now, in my service I created a custom AddresingVersion that no check MessageID, this works for me because all the methods in my service don’t send response in any way

I know is more easy change the client and send the messageID, but the client is implemented by another company that don’t want to change anything.
","25/Oct/17 1:56 AM;gregturn;Since no clear solution is apparent for the framework, I'm closing this issue.","23/Sep/20 4:48 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1014|https://github.com/spring-projects/spring-ws/issues/1014]. ",,,,,,,,,,,
Upgrade WSS4j 2.0 to 2.1,SWS-943,67531,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Complete,gregturn,gregturn,gregturn,03/Feb/16 5:37 PM,23/Sep/20 4:48 PM,10/Jul/21 8:38 AM,03/Feb/16 5:39 PM,,,,,,,2.3.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,,9223372036854775807,true,gregturn(gregturn),,,https://github.com/spring-projects/spring-ws/pull/55,"0|i091ef:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:48 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1013|https://github.com/spring-projects/spring-ws/issues/1013]. ",,,,,,,,,,,,,,,,,
Not enough namespace context during XSD validation when using AxiomSoapMessageFactory,SWS-932,67269,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Complete,gregturn,dnswlt,dnswlt,08/Jan/16 12:22 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,09/Feb/16 5:26 PM,2.2.4,,,,,,2.3.0,,Core,,,,,1,,,,,,,"XSD request validation using AxiomSoapMessageFactory and PayloadValidatingInterceptor fails with an UndeclaredPrefix validation error, because Axiom does not have full access to the namespace declarations made on the SOAP Envelope level.

As suggested in http://stackoverflow.com/questions/34633662/xsd-validation-fails-with-undeclaredprefix-when-using-axiomsoapmessagefactory-in, a possible fix is to use OMContainer#getXMLStreamReader(boolean, OMXMLStreamReaderConfiguration) and set the preserveNamespaceContext property to true in the OMXMLStreamReaderConfiguration object (in CachingPayload#getStreamReader(OMElement)).

I tested this, and it fixes the problem. Patch is attached, as well as a small sample project exposing the erroneous behaviour.

Request that fails:
{code:xml}
<soapenv:Envelope xmlns:sch=""http://example.com/springws/extension/schema"" xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" >
   <soapenv:Header/>
   <soapenv:Body>
      <sch:formatRequest >
         <sch:value xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:type=""sch:dateType"">
           <sch:day>1</sch:day>
           <sch:month>1</sch:month>
           <sch:year>2000</sch:year>
         </sch:value>
      </sch:formatRequest>
   </soapenv:Body>
</soapenv:Envelope>
{code}
Response is  a SOAP fault with detail
{code:xml}
<detail>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">UndeclaredPrefix: Cannot resolve 'sch:dateType' as a QName: the prefix 'sch' is not declared.</spring-ws:ValidationError>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">cvc-elt.4.1: The value 'sch:dateType' of attribute 'http://www.w3.org/2001/XMLSchema-instance,type' of element 'sch:value' is not a valid QName.</spring-ws:ValidationError>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">cvc-type.2: The type definition cannot be abstract for element sch:value.</spring-ws:ValidationError>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">UndeclaredPrefix: Cannot resolve 'sch:dateType' as a QName: the prefix 'sch' is not declared.</spring-ws:ValidationError>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">cvc-attribute.3: The value 'sch:dateType' of attribute 'xsi:type' on element 'sch:value' is not valid with respect to its type, 'QName'.</spring-ws:ValidationError>
    <spring-ws:ValidationError xmlns:spring-ws=""http://springframework.org/spring-ws"">cvc-complex-type.2.1: Element 'sch:value' must have no character or element information item [children], because the type's content type is empty.</spring-ws:ValidationError>
</detail>
{code}

Request that works, with namespace decl in payload:
localhost:8084/format/format.wsdl
{code:xml}
<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" >
   <soapenv:Header/>
   <soapenv:Body>
      <sch:formatRequest xmlns:sch=""http://example.com/springws/extension/schema"" >
         <sch:value xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:type=""sch:dateType"">
           <sch:day>1</sch:day>
           <sch:month>1</sch:month>
           <sch:year>2000</sch:year>
         </sch:value>
      </sch:formatRequest>
   </soapenv:Body>
</soapenv:Envelope>
{code}
",,,,,,,,,,,,,,,,,,,,,,,,"08/Jan/16 12:16 PM;dnswlt;0001-Fixed-namespace-context-bug.patch;https://jira.spring.io/secure/attachment/23259/0001-Fixed-namespace-context-bug.patch","08/Jan/16 12:24 PM;dnswlt;springws-extension.tar.gz;https://jira.spring.io/secure/attachment/23260/springws-extension.tar.gz",,,,,,,,,,,,24969600,,2016-01-19 16:54:30.683,9223372036854775807,true,gregturn(gregturn),,,https://github.com/spring-projects/spring-ws/pull/59,"0|i08zsn:",9223372036854775807,9223372036854775807,,,,,,,,"19/Jan/16 4:54 PM;gregturn;Evaluating if this fits in the scope of our 2.3 release.","23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#966|https://github.com/spring-projects/spring-ws/issues/966]. ",,,,,,,,,,,,,,,,
NoSuchMethodError when using Axiom 1.2.14,SWS-930,67130,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Complete,gregturn,awilkinson,awilkinson,18/Dec/15 4:13 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,11/Apr/16 4:28 PM,2.2.4,,,,,,2.3.0,,,,,,,0,,,,,,,"The changes made for SWS-922 have resulted in Spring Web Services no longer working with Axiom 1.2.14. Specifically the move to using {{getSOAPMessage}} in place of the, deprecated in 1.2.15, {{getSoapMessage}}. IMO, it would be preferable to continue to use {{getSoapMessage}} and suppress the deprecation warning. This approach will make things compatible with Axiom 1.2.14 _and_ 1.2.15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2015-12-18 16:34:14.4,9223372036854775807,true,gregturn(gregturn),,,,"0|i08yxr:",9223372036854775807,9223372036854775807,,,,,,,,"18/Dec/15 4:17 PM;awilkinson;The problem can be reproduced by building against the Spring IO Platform. For example:

{noformat}
./gradlew clean springIoCheck -PJDK8_HOME=/Library/Java/JavaVirtualMachines/jdk1.8.0.jdk/Contents/Home -PplatformVersion=2.0.0.RELEASE --continue
{noformat}

You'll see numerous test failures in {{spring-ws-core}}, all with this underlying cause:

{noformat}
java.lang.NoSuchMethodError: org.apache.axiom.soap.impl.builder.StAXSOAPModelBuilder.getSOAPMessage()Lorg/apache/axiom/soap/SOAPMessage;
	at org.springframework.ws.soap.axiom.AxiomSoapMessageFactory.createAxiomSoapMessage(AxiomSoapMessageFactory.java:274)
        …
{noformat}","18/Dec/15 4:34 PM;mdiskin;Also would make sense to current axiom 1.2.16 (not 15)","11/Apr/16 4:28 PM;gregturn;Changed release version.","23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1004|https://github.com/spring-projects/spring-ws/issues/1004]. ",,,,,,,,,,,,,,
Fix namespace prefix handling with StreamingPayload,SWS-929,67080,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Complete,gregturn,gregturn,gregturn,15/Dec/15 4:19 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,15/Dec/15 4:37 PM,2.2.3,,,,,,2.2.4,,,,,,,0,,,,,,,"The getName() method in JaxbStreamingPayload doesn't report the actual
namespace prefix that is later generated by the writeTo method. With
Axiom 1.2.13 that didn't cause problems, but 1.2.14 is less lenient,
causing an error as described in AXIOM-463.

This change:
* Updates the StreamingPayload documentation to specify that the
namespace prefix in the QName returned by getName() has no significance
(which is effectively how things are currently).
* Updates AxiomSoapBody so that it Axiom is aware that the namespace
prefix of the created OMSourcedElement is unknown.
* Modifies the unit test for setStreamingPayload so that it uses a
StreamingPayload with a prefix mismatch.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,,9223372036854775807,true,gregturn(gregturn),,,,"0|i08ymv:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1003|https://github.com/spring-projects/spring-ws/issues/1003]. ",,,,,,,,,,,,,,,,,
Upgrade docbook-reference-plugin,SWS-928,67079,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Complete,gregturn,gregturn,gregturn,15/Dec/15 4:00 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,15/Dec/15 4:01 PM,,,,,,,2.2.4,,Documentation,,,,,0,,,,,,,Upgrading Gradle beyond 2.4 requires upgrading this plugin to work properly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,,9223372036854775807,true,gregturn(gregturn),,,,"0|i08ymn:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1002|https://github.com/spring-projects/spring-ws/issues/1002]. ",,,,,,,,,,,,,,,,,
XOP Support in MTOM,SWS-926,66637,Bug,Open,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Major,,,thodte,thodte,09/Nov/15 6:56 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,,2.2.2,,,,,,,,OXM,,,,,2,,,,,,,"Sending a request with an attachment which is references in SOPA request like this:

{code:xml}
<ht:snapshotDatei><inc:Include href=""cid:645612655853"" xmlns:inc=""http://www.w3.org/2004/08/xop/include""/></ht:snapshotDatei>[\n]""
{code}

I get the follwing saop response:



{code:java}
faultstring xml:lang=""en"">NPE while unmarshalling. This can happen on JDK 1.6 due to the presence of DTD declarations, which are disabled.; nested exception is java.lang.NullPointerException</faultstring>

{code}

I found this: [http://veithen.github.io/2015/10/05/spring-ws-mtom.html]

Is that right? I want to support MTOM/XOP in my application to send large attachments.

What's the problem? Is there a solution?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2020-09-23 16:47:57.976,9223372036854775807,true,gregturn(gregturn),,,,"0|i08vy7:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#1000|https://github.com/spring-projects/spring-ws/issues/1000]. Please visit the GitHub issue to view further activity, add comments, or subscribe to receive notifications.",,,,,,,,,,,,,,,,,
WebServiceTemplate doesn't correctly handle fault for a non-500 http status response,SWS-925,66616,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,Won't Fix,,edeandrea,edeandrea,07/Nov/15 1:47 AM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,16/Nov/15 5:02 PM,2.2.0.RELEASE,2.2.1,2.2.2,2.3.0,3.0.0.RC1,,,,Core,,,,,0,Spring,,,,,,"WebServiceTemplate doesn't correctly handle faults on a non-500 http status response. If you look at the handleFault method in WebServiceTemplate on line 740 - the method returns false if the connection does not have a fault (500 http status). In our scenario, the response comes back as a 200 but inside the soap message there is a fault. Lines 743-746 never get executed, which would have caught the fault in the soap message and would have made the handleFault method return true, which then kicks in the appropriate faultMessageResolver from the doSendAndReceive method (lines 613-621). Because of this the if statement on line 613 returns true and the responseExtractor tries to extract the data but gets Unmarshalling exceptions. Instead in this situation hasFault should return true and therefore the else block (lines 619-621) should kick in.

I've had to create a workaround by extending WebServiceTemplate like this:

public class FixedWebServiceTemplate extends WebServiceTemplate {
		public FixedWebServiceTemplate(WebServiceMessageSender messageSender, WebServiceMessageFactory messageFactory, ClientInterceptor interceptor) {
			super(messageFactory);

			setMessageSender(messageSender);
			setInterceptors(new ClientInterceptor[] { new CustomClientInterceptor(), interceptor });
			setFaultMessageResolver(new SoapFaultMessageResolver());
		}

		protected boolean hasFault(WebServiceConnection connection, WebServiceMessage response) throws IOException {
			boolean hasFault = super.hasFault(connection, response);

			// Underlying logic is flawed in my opinion - it doesn't handle the case where the response is a 200 but the
			// response payload contains a soap fault
			return (!hasFault && (response instanceof FaultAwareWebServiceMessage)) ? ((FaultAwareWebServiceMessage) response).hasFault() : hasFault;
		}
	}",Java 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2015-11-16 17:02:07.823,9223372036854775807,true,gregturn(gregturn),,,,"0|i08vtj:",9223372036854775807,9223372036854775807,,,,,,,,"16/Nov/15 5:02 PM;gregturn;The SOAP specs dictate that SOAP faults must be sent with a 500 response code (in 1.1) or with a 400 or 500 response code (in 1.2). To handle faults coming from a 200 status code would not be spec compliant.

http://www.w3.org/TR/2000/NOTE-SOAP-20000508/#_Toc478383529

http://www.w3.org/TR/soap12-part2/#tabresstatereccodes","16/Nov/15 5:26 PM;edeandrea;Thanks for the info.","17/Nov/15 8:47 AM;arjen.poutsma;[~edeandrea] Did you try to disable the {{checkConnectionForFault}} property? If this property is disabled, it will bypass the check on the HTTP connection status, and will check the message instead.","17/Nov/15 11:34 AM;edeandrea;I did see that. The issue with that is by setting that it is a mutually-exclusive setting - either it will look at the http status code & handle it or it wont. What I need is both. If there is an http status error (400/500) then I want the failure (even if there is no fault message in the body). If it's a 200 and there is a fault message I want it to fail as well. That setting makes it so only one of those cases can ever be handled in a single request. In my instance we are calling a 3rd party service (hosted externally by a 3rd party vendor) and so we have no control whatsoever what they are doing. In some instances there are 500s and others it's 200s with a fault message. We've told them they are deviating from the soap spec, but at the end of the day there is nothing we can do about it.","17/Nov/15 12:44 PM;arjen.poutsma;Note that there are two properties: {{checkConnectionForError}} and {{checkConnectionForFault}}:

*  If {{checkConnectionForError}} is set to {{true}} (the default), {{WebServiceTemplate}} will check the HTTP status code for a non-200 status code and a throw a transport exception if it is.
*  If {{checkConnectionForError}} is set to {{false}}, the template not check the status code, and will never raise a transport exception.

* If {{checkConnectionForFault}} is set to to {{true}} (the default), after checking for errors, the template will inspect the HTTP connection for a 500 error code. If it is, it might be a SOAP fault, so the message is parsed to see if it is indeed a SOAP fault.
* If {{checkConnectionForFault}} is set to to {{false}}, the template will not check the status code for a 500, and always parses the message to see if it is a SOAP fault.

As you might understand, the main reason for inspecting the status code for a 500 is performance: it can be quite expensive to parse a complete SOAP message, which is required to see if it is a fault.

I do not know the service you are trying to acces, but I gather that setting {{checkConnectionForFault}} to false will work for the problem you describe. Did you try it?","23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#998|https://github.com/spring-projects/spring-ws/issues/998]. ",,,,,,,,,,,,
Mime header : Multiple keys with same value,SWS-924,66543,Bug,Closed,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Major,Complete,gregturn,pierre-leger,pierre-leger,01/Nov/15 4:10 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,02/Nov/15 8:22 PM,2.2.1,2.2.2,2.3.0,,,,2.2.3,,Core,,,,,0,,,,,,,"Hi,

I have an HTTP Response with in the header multiple values for the same key:
* cookie : value1
* cookie : value2

When I called the function to have the MimeHeaders, I have this:
* cookie : value2
* cookie : value2

About the code:

SaajSoapMessageFactory use parseMimeHeaders to get header from HTTP Response. Behind this you called [http://docs.oracle.com/javase/7/docs/api/java/net/URLConnection.html#getHeaderField(java.lang.String)] , this function returned only the last value.

Thanks,

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2020-09-23 16:47:57.499,9223372036854775807,true,gregturn(gregturn),,,,"0|i08vfj:",9223372036854775807,9223372036854775807,,,,,,,,"01/Nov/15 4:44 PM;pierre-leger;Pull Request : https://github.com/spring-projects/spring-ws/pull/42

Have a nice day!","23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#997|https://github.com/spring-projects/spring-ws/issues/997]. ",,,,,,,,,,,,,,,,
Wss4jSecurityInterceptor in spring-ws-security version 2.2.0 is not compatible with wss4j version 2.0.3,SWS-916,65868,Bug,Open,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Blocker,,,himaakishore,himaakishore,16/Sep/15 1:59 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,,2.2.0.RELEASE,,,,,,,,Security,,,,,1,Spring,,,,,,"Wss4jSecurityInterceptor in spring-ws-security version 2.2.0.RELEASE is not compatible with wss4j version 2.0.3 which undergone package restructure.

org.apache.ws.security.WSSecurityException is a java class in lower versions of wss4j jar and currently it is restructured to org.apache.wss4j.common.ext.WSSecurityException in wss4j version 2.0.3.

So i'm getting  class not found exception for org.apache.ws.security.WSSecurityException class when calling Wss4jSecurityInterceptor .

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2015-09-17 15:16:53.0,9223372036854775807,true,gregturn(gregturn),,,,"0|i08rm7:",9223372036854775807,9223372036854775807,,,,,,,,"17/Sep/15 3:16 PM;gregturn;Spring WS is built against Wss4j 1.6.15. Moving to Wss4j 2.0.5 is a major breaking change.","23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#991|https://github.com/spring-projects/spring-ws/issues/991]. Please visit the GitHub issue to view further activity, add comments, or subscribe to receive notifications.",,,,,,,,,,,,,,,,
Creating MockWebServiceServer with application context fails with two different web service templates.,SWS-915,65380,Bug,Open,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,,,shivaveeram,shivaveeram,18/Aug/15 3:03 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,,,,,,,,,,Test,,,,,0,,,,,,,"Looks like this is working as design, but how do I test two different web service clients defined in the same application context. 

Exception:

Creating mockwebserviceserver for one of the client with application context fails as it finds two web service template to deal with. Is there a way to feed the web service template needed for this client at that time ? Please advise.

Let me know if you have any queries.

org.springframework.beans.factory.BeanInitializationException: Could not find exactly 1 WebServiceTemplate in application context
	at org.springframework.ws.test.support.MockStrategiesHelper.getStrategy(MockStrategiesHelper.java:84)
	at org.springframework.ws.test.client.MockWebServiceServer.createServer(MockWebServiceServer.java:142)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2020-09-23 16:47:55.669,9223372036854775807,true,gregturn(gregturn),,,,"0|i08p5b:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#990|https://github.com/spring-projects/spring-ws/issues/990]. Please visit the GitHub issue to view further activity, add comments, or subscribe to receive notifications.",,,,,,,,,,,,,,,,,
Setting passwordsAreEncoded to true has no effect,SWS-909,64306,Defect,Open,SWS,Spring Web Services,software,gregturn,"This project has moved all of it's issues to <a href=""https://github.com/spring-projects/spring-ws/issues"">GitHub</a>. Please open new issues there.",https://spring.io/projects/spring-ws/,Minor,,,rockotseng,rockotseng,16/Jun/15 6:26 PM,23/Sep/20 4:47 PM,10/Jul/21 8:38 AM,,,,,,,,,,,,,,,0,,,,,,,"Filed passwordsAreEncoded of WSSConfig will be reset to false during method doSenderAction of WSHandler even though I pass a customize WSSConfig to Wss4jSecurityInterceptor with the passwordsAreEncoded is true.

In method decodeUseEncodedPasswords of WSHandler, filed passwordsAreEncoded is resetting by checking options of WSHandler and property of message context. When both values are null, default value ""false"" will be returned.  Since Wss4jHandler has no longer expose to Wss4jSecurityInterceptor, I cannot pass the setting via option of Wss4jHandler. So the only choice is creating a ClientInterceptor and implementing a method below, set a property ""useEncodedPasswords"" with value ""1"" or ""true"" in every message context. 

{code:java}
public boolean handleRequest(MessageContext messageContext) throws WebServiceClientException {
	messageContext.setProperty(WSHandlerConstants.USE_ENCODED_PASSWORDS, ""1"");
return true;
}
{code}

Hope can have a more intuitive way to config property ""useEncodedPasswords"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969600,,2020-09-23 16:47:54.325,9223372036854775807,true,gregturn(gregturn),,,,"0|i08iwf:",9223372036854775807,9223372036854775807,,,,,,,,"23/Sep/20 4:47 PM;gregturn;Spring Web Services has moved from Jira to GitHub Issues. This issue was migrated to [spring-projects/spring-ws#985|https://github.com/spring-projects/spring-ws/issues/985]. Please visit the GitHub issue to view further activity, add comments, or subscribe to receive notifications.",,,,,,,,,,,,,,,,,
